GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,LGI001,LGI002,LGI003,LGI004,LGI005,LGI006
"G4700350","2010","3","6","Tennessee","47","Cumberland County","035",,,,,,,,,,,"18900","99999","999",,,,,,,,,,,,"Cumberland County",56053,0,0,0,0,56053
"G4700370","2010","3","6","Tennessee","47","Davidson County","037",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Davidson County",626681,0,0,0,0,626681
"G4700390","2010","3","6","Tennessee","47","Decatur County","039",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Decatur County",11757,0,0,0,0,11757
"G4700410","2010","3","6","Tennessee","47","DeKalb County","041",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"DeKalb County",18723,0,0,0,0,18723
"G4700430","2010","3","6","Tennessee","47","Dickson County","043",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Dickson County",49666,0,0,0,0,49666
"G4700450","2010","3","6","Tennessee","47","Dyer County","045",,,,,,,,,,,"20540","99999","999",,,,,,,,,,,,"Dyer County",38335,0,0,0,0,38335
"G4700470","2010","3","6","Tennessee","47","Fayette County","047",,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,"Fayette County",38413,0,0,0,0,38413
"G4700490","2010","3","6","Tennessee","47","Fentress County","049",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fentress County",17959,0,0,0,0,17959
"G4700510","2010","3","6","Tennessee","47","Franklin County","051",,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,"Franklin County",41052,0,0,0,0,41052
"G4700530","2010","3","6","Tennessee","47","Gibson County","053",,,,,,,,,,,"26480","99999","297",,,,,,,,,,,,"Gibson County",49683,0,0,0,0,49683
"G4700550","2010","3","6","Tennessee","47","Giles County","055",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Giles County",29485,0,0,0,0,29485
"G4700570","2010","3","6","Tennessee","47","Grainger County","057",,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,"Grainger County",22657,0,0,0,0,22657
"G4700590","2010","3","6","Tennessee","47","Greene County","059",,,,,,,,,,,"24620","99999","999",,,,,,,,,,,,"Greene County",68831,0,0,0,0,68831
"G4700610","2010","3","6","Tennessee","47","Grundy County","061",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Grundy County",13703,0,0,0,0,13703
"G4700630","2010","3","6","Tennessee","47","Hamblen County","063",,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,"Hamblen County",62544,0,0,0,0,62544
"G4700650","2010","3","6","Tennessee","47","Hamilton County","065",,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,"Hamilton County",336463,0,0,0,0,336463
"G4700670","2010","3","6","Tennessee","47","Hancock County","067",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hancock County",6819,0,0,0,0,6819
"G4700690","2010","3","6","Tennessee","47","Hardeman County","069",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hardeman County",27253,0,0,0,0,27253
"G4700710","2010","3","6","Tennessee","47","Hardin County","071",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hardin County",26026,0,0,0,0,26026
"G4700730","2010","3","6","Tennessee","47","Hawkins County","073",,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,"Hawkins County",56833,0,0,0,0,56833
"G4700750","2010","3","6","Tennessee","47","Haywood County","075",,,,,,,,,,,"15140","99999","999",,,,,,,,,,,,"Haywood County",18787,0,0,0,0,18787
"G4700770","2010","3","6","Tennessee","47","Henderson County","077",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Henderson County",27769,0,0,0,0,27769
"G4700790","2010","3","6","Tennessee","47","Henry County","079",,,,,,,,,,,"37540","99999","999",,,,,,,,,,,,"Henry County",32330,0,0,0,0,32330
"G4700810","2010","3","6","Tennessee","47","Hickman County","081",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Hickman County",24690,0,0,0,0,24690
"G4700830","2010","3","6","Tennessee","47","Houston County","083",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Houston County",8426,0,0,0,0,8426
"G4700850","2010","3","6","Tennessee","47","Humphreys County","085",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Humphreys County",18538,0,0,0,0,18538
"G4700870","2010","3","6","Tennessee","47","Jackson County","087",,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,"Jackson County",11638,0,0,0,0,11638
"G4700890","2010","3","6","Tennessee","47","Jefferson County","089",,,,,,,,,,,"34100","99999","314",,,,,,,,,,,,"Jefferson County",51407,0,0,0,0,51407
"G4700910","2010","3","6","Tennessee","47","Johnson County","091",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Johnson County",18244,0,0,0,0,18244
"G4700930","2010","3","6","Tennessee","47","Knox County","093",,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,"Knox County",432226,0,0,0,0,432226
"G4700950","2010","3","6","Tennessee","47","Lake County","095",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lake County",7832,0,0,0,0,7832
"G4700970","2010","3","6","Tennessee","47","Lauderdale County","097",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lauderdale County",27815,0,0,0,0,27815
"G4700990","2010","3","6","Tennessee","47","Lawrence County","099",,,,,,,,,,,"29980","99999","999",,,,,,,,,,,,"Lawrence County",41869,0,0,0,0,41869
"G4701010","2010","3","6","Tennessee","47","Lewis County","101",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lewis County",12161,0,0,0,0,12161
"G4701030","2010","3","6","Tennessee","47","Lincoln County","103",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Lincoln County",33361,0,0,0,0,33361
"G4701050","2010","3","6","Tennessee","47","Loudon County","105",,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,"Loudon County",48556,0,0,0,0,48556
"G4701070","2010","3","6","Tennessee","47","McMinn County","107",,,,,,,,,,,"11940","99999","174",,,,,,,,,,,,"McMinn County",52266,0,0,0,0,52266
"G4701090","2010","3","6","Tennessee","47","McNairy County","109",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"McNairy County",26075,0,0,0,0,26075
"G4701110","2010","3","6","Tennessee","47","Macon County","111",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Macon County",22248,0,0,0,0,22248
"G4701130","2010","3","6","Tennessee","47","Madison County","113",,,,,,,,,,,"27180","99999","297",,,,,,,,,,,,"Madison County",98294,0,0,0,0,98294
"G4701150","2010","3","6","Tennessee","47","Marion County","115",,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,"Marion County",28237,0,0,0,0,28237
"G4701170","2010","3","6","Tennessee","47","Marshall County","117",,,,,,,,,,,"30280","99999","999",,,,,,,,,,,,"Marshall County",30617,0,0,0,0,30617
"G4701190","2010","3","6","Tennessee","47","Maury County","119",,,,,,,,,,,"17940","99999","400",,,,,,,,,,,,"Maury County",80956,0,0,0,0,80956
"G4701210","2010","3","6","Tennessee","47","Meigs County","121",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Meigs County",11753,0,0,0,0,11753
"G4701230","2010","3","6","Tennessee","47","Monroe County","123",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Monroe County",44519,0,0,0,0,44519
"G4701250","2010","3","6","Tennessee","47","Montgomery County","125",,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,"Montgomery County",172331,0,0,0,0,172331
"G4701270","2010","3","6","Tennessee","47","Moore County","127",,,,,,,,,,,"46100","99999","999",,,,,,,,,,,,"Moore County",6362,0,0,0,0,6362
"G4701290","2010","3","6","Tennessee","47","Morgan County","129",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Morgan County",21987,0,0,0,0,21987
"G4701310","2010","3","6","Tennessee","47","Obion County","131",,,,,,,,,,,"46460","99999","542",,,,,,,,,,,,"Obion County",31807,0,0,0,0,31807
"G4701330","2010","3","6","Tennessee","47","Overton County","133",,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,"Overton County",22083,0,0,0,0,22083
"G4701350","2010","3","6","Tennessee","47","Perry County","135",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Perry County",7915,0,0,0,0,7915
"G4701370","2010","3","6","Tennessee","47","Pickett County","137",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Pickett County",5077,0,0,0,0,5077
"G4701390","2010","3","6","Tennessee","47","Polk County","139",,,,,,,,,,,"17420","99999","174",,,,,,,,,,,,"Polk County",16825,0,0,0,0,16825
"G4701410","2010","3","6","Tennessee","47","Putnam County","141",,,,,,,,,,,"18260","99999","999",,,,,,,,,,,,"Putnam County",72321,0,0,0,0,72321
"G4701430","2010","3","6","Tennessee","47","Rhea County","143",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Rhea County",31809,0,0,0,0,31809
"G4701450","2010","3","6","Tennessee","47","Roane County","145",,,,,,,,,,,"25340","99999","314",,,,,,,,,,,,"Roane County",54181,0,0,0,0,54181
"G4701470","2010","3","6","Tennessee","47","Robertson County","147",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Robertson County",66283,0,0,0,0,66283
"G4701490","2010","3","6","Tennessee","47","Rutherford County","149",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Rutherford County",262604,0,0,0,0,262604
"G4701510","2010","3","6","Tennessee","47","Scott County","151",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Scott County",22228,0,0,0,0,22228
"G4701530","2010","3","6","Tennessee","47","Sequatchie County","153",,,,,,,,,,,"16860","99999","174",,,,,,,,,,,,"Sequatchie County",14112,0,0,0,0,14112
"G4701550","2010","3","6","Tennessee","47","Sevier County","155",,,,,,,,,,,"42940","99999","314",,,,,,,,,,,,"Sevier County",89889,0,0,0,0,89889
"G4701570","2010","3","6","Tennessee","47","Shelby County","157",,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,"Shelby County",927644,0,0,0,0,927644
"G4701590","2010","3","6","Tennessee","47","Smith County","159",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Smith County",19166,0,0,0,0,19166
"G4701610","2010","3","6","Tennessee","47","Stewart County","161",,,,,,,,,,,"17300","99999","999",,,,,,,,,,,,"Stewart County",13324,0,0,0,0,13324
"G4701630","2010","3","6","Tennessee","47","Sullivan County","163",,,,,,,,,,,"28700","99999","304",,,,,,,,,,,,"Sullivan County",156823,0,0,0,0,156823
"G4701650","2010","3","6","Tennessee","47","Sumner County","165",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Sumner County",160645,0,0,0,0,160645
"G4701670","2010","3","6","Tennessee","47","Tipton County","167",,,,,,,,,,,"32820","99999","999",,,,,,,,,,,,"Tipton County",61081,0,0,0,0,61081
"G4701690","2010","3","6","Tennessee","47","Trousdale County","169",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Trousdale County",7870,0,0,0,0,7870
"G4701710","2010","3","6","Tennessee","47","Unicoi County","171",,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,"Unicoi County",18313,0,0,0,0,18313
"G4701730","2010","3","6","Tennessee","47","Union County","173",,,,,,,,,,,"28940","99999","314",,,,,,,,,,,,"Union County",19109,0,0,0,0,19109
"G4701750","2010","3","6","Tennessee","47","Van Buren County","175",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Van Buren County",5548,0,0,0,0,5548
"G4701770","2010","3","6","Tennessee","47","Warren County","177",,,,,,,,,,,"32660","99999","999",,,,,,,,,,,,"Warren County",39839,0,0,0,0,39839
"G4701790","2010","3","6","Tennessee","47","Washington County","179",,,,,,,,,,,"27740","99999","304",,,,,,,,,,,,"Washington County",122979,0,0,0,0,122979
"G4701810","2010","3","6","Tennessee","47","Wayne County","181",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Wayne County",17021,0,0,0,0,17021
"G4701830","2010","3","6","Tennessee","47","Weakley County","183",,,,,,,,,,,"32280","99999","542",,,,,,,,,,,,"Weakley County",35021,0,0,0,0,35021
"G4701850","2010","3","6","Tennessee","47","White County","185",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"White County",25841,0,0,0,0,25841
"G4701870","2010","3","6","Tennessee","47","Williamson County","187",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Williamson County",183182,0,0,0,0,183182
"G4701890","2010","3","6","Tennessee","47","Wilson County","189",,,,,,,,,,,"34980","99999","400",,,,,,,,,,,,"Wilson County",113993,0,0,0,0,113993
"G4800010","2010","3","7","Texas","48","Anderson County","001",,,,,,,,,,,"37300","99999","999",,,,,,,,,,,,"Anderson County",58458,0,0,0,0,58458
"G4800030","2010","3","7","Texas","48","Andrews County","003",,,,,,,,,,,"11380","99999","999",,,,,,,,,,,,"Andrews County",14786,0,0,0,0,14786
"G4800050","2010","3","7","Texas","48","Angelina County","005",,,,,,,,,,,"31260","99999","999",,,,,,,,,,,,"Angelina County",86771,0,0,0,0,86771
"G4800070","2010","3","7","Texas","48","Aransas County","007",,,,,,,,,,,"18580","99999","204",,,,,,,,,,,,"Aransas County",23158,0,0,0,0,23158
"G4800090","2010","3","7","Texas","48","Archer County","009",,,,,,,,,,,"48660","99999","999",,,,,,,,,,,,"Archer County",9054,0,0,0,0,9054
"G4800110","2010","3","7","Texas","48","Armstrong County","011",,,,,,,,,,,"11100","99999","999",,,,,,,,,,,,"Armstrong County",1901,0,0,0,0,1901
"G4800130","2010","3","7","Texas","48","Atascosa County","013",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Atascosa County",44911,0,0,0,0,44911
"G4800150","2010","3","7","Texas","48","Austin County","015",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Austin County",28417,0,0,0,0,28417
"G4800170","2010","3","7","Texas","48","Bailey County","017",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Bailey County",7165,0,0,0,0,7165
"G4800190","2010","3","7","Texas","48","Bandera County","019",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Bandera County",20485,0,0,0,0,20485
"G4800210","2010","3","7","Texas","48","Bastrop County","021",,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,"Bastrop County",74171,0,0,0,0,74171
"G4800230","2010","3","7","Texas","48","Baylor County","023",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Baylor County",3726,0,0,0,0,3726
"G4800250","2010","3","7","Texas","48","Bee County","025",,,,,,,,,,,"13300","99999","999",,,,,,,,,,,,"Bee County",31861,0,0,0,0,31861
"G4800270","2010","3","7","Texas","48","Bell County","027",,,,,,,,,,,"28660","99999","999",,,,,,,,,,,,"Bell County",310235,0,0,0,0,310235
"G4800290","2010","3","7","Texas","48","Bexar County","029",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Bexar County",1714773,0,0,0,0,1714773
"G4800310","2010","3","7","Texas","48","Blanco County","031",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Blanco County",10497,0,0,0,0,10497
"G4800330","2010","3","7","Texas","48","Borden County","033",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Borden County",641,0,0,0,0,641
"G4800350","2010","3","7","Texas","48","Bosque County","035",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Bosque County",18212,0,0,0,0,18212
"G4800370","2010","3","7","Texas","48","Bowie County","037",,,,,,,,,,,"45500","99999","999",,,,,,,,,,,,"Bowie County",92565,0,0,0,0,92565
"G4800390","2010","3","7","Texas","48","Brazoria County","039",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Brazoria County",313166,0,0,0,0,313166
"G4800410","2010","3","7","Texas","48","Brazos County","041",,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,"Brazos County",194851,0,0,0,0,194851
"G4800430","2010","3","7","Texas","48","Brewster County","043",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Brewster County",9232,0,0,0,0,9232
"G4800450","2010","3","7","Texas","48","Briscoe County","045",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Briscoe County",1637,0,0,0,0,1637
"G4800470","2010","3","7","Texas","48","Brooks County","047",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Brooks County",7223,0,0,0,0,7223
"G4800490","2010","3","7","Texas","48","Brown County","049",,,,,,,,,,,"15220","99999","999",,,,,,,,,,,,"Brown County",38106,0,0,0,0,38106
"G4800510","2010","3","7","Texas","48","Burleson County","051",,,,,,,,,,,"17780","99999","999",,,,,,,,,,,,"Burleson County",17187,0,0,0,0,17187
"G4800530","2010","3","7","Texas","48","Burnet County","053",,,,,,,,,,,"31920","99999","126",,,,,,,,,,,,"Burnet County",42750,0,0,0,0,42750
"G4800550","2010","3","7","Texas","48","Caldwell County","055",,,,,,,,,,,"12420","99999","126",,,,,,,,,,,,"Caldwell County",38066,0,0,0,0,38066
"G4800570","2010","3","7","Texas","48","Calhoun County","057",,,,,,,,,,,"47020","99999","999",,,,,,,,,,,,"Calhoun County",21381,0,0,0,0,21381
"G4800590","2010","3","7","Texas","48","Callahan County","059",,,,,,,,,,,"10180","99999","999",,,,,,,,,,,,"Callahan County",13544,0,0,0,0,13544
"G4800610","2010","3","7","Texas","48","Cameron County","061",,,,,,,,,,,"15180","99999","154",,,,,,,,,,,,"Cameron County",406220,0,0,0,0,406220
"G4800630","2010","3","7","Texas","48","Camp County","063",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Camp County",12401,0,0,0,0,12401
"G4800650","2010","3","7","Texas","48","Carson County","065",,,,,,,,,,,"11100","99999","999",,,,,,,,,,,,"Carson County",6182,0,0,0,0,6182
"G4800670","2010","3","7","Texas","48","Cass County","067",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cass County",30464,0,0,0,0,30464
"G4800690","2010","3","7","Texas","48","Castro County","069",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Castro County",8062,0,0,0,0,8062
"G4800710","2010","3","7","Texas","48","Chambers County","071",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Chambers County",35096,0,0,0,0,35096
"G4800730","2010","3","7","Texas","48","Cherokee County","073",,,,,,,,,,,"27380","99999","540",,,,,,,,,,,,"Cherokee County",50845,0,0,0,0,50845
"G4800750","2010","3","7","Texas","48","Childress County","075",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Childress County",7041,0,0,0,0,7041
"G4800770","2010","3","7","Texas","48","Clay County","077",,,,,,,,,,,"48660","99999","999",,,,,,,,,,,,"Clay County",10752,0,0,0,0,10752
"G4800790","2010","3","7","Texas","48","Cochran County","079",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cochran County",3127,0,0,0,0,3127
"G4800810","2010","3","7","Texas","48","Coke County","081",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Coke County",3320,0,0,0,0,3320
"G4800830","2010","3","7","Texas","48","Coleman County","083",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Coleman County",8895,0,0,0,0,8895
"G4800850","2010","3","7","Texas","48","Collin County","085",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Collin County",782341,0,0,0,0,782341
"G4800870","2010","3","7","Texas","48","Collingsworth County","087",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Collingsworth County",3057,0,0,0,0,3057
"G4800890","2010","3","7","Texas","48","Colorado County","089",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Colorado County",20874,0,0,0,0,20874
"G4800910","2010","3","7","Texas","48","Comal County","091",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Comal County",108472,0,0,0,0,108472
"G4800930","2010","3","7","Texas","48","Comanche County","093",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Comanche County",13974,0,0,0,0,13974
"G4800950","2010","3","7","Texas","48","Concho County","095",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Concho County",4087,0,0,0,0,4087
"G4800970","2010","3","7","Texas","48","Cooke County","097",,,,,,,,,,,"23620","99999","206",,,,,,,,,,,,"Cooke County",38437,0,0,0,0,38437
"G4800990","2010","3","7","Texas","48","Coryell County","099",,,,,,,,,,,"28660","99999","999",,,,,,,,,,,,"Coryell County",75388,0,0,0,0,75388
"G4801010","2010","3","7","Texas","48","Cottle County","101",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Cottle County",1505,0,0,0,0,1505
"G4801030","2010","3","7","Texas","48","Crane County","103",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Crane County",4375,0,0,0,0,4375
"G4801050","2010","3","7","Texas","48","Crockett County","105",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Crockett County",3719,0,0,0,0,3719
"G4801070","2010","3","7","Texas","48","Crosby County","107",,,,,,,,,,,"31180","99999","352",,,,,,,,,,,,"Crosby County",6059,0,0,0,0,6059
"G4801090","2010","3","7","Texas","48","Culberson County","109",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Culberson County",2398,0,0,0,0,2398
"G4801110","2010","3","7","Texas","48","Dallam County","111",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dallam County",6703,0,0,0,0,6703
"G4801130","2010","3","7","Texas","48","Dallas County","113",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Dallas County",2368139,0,0,0,0,2368139
"G4801150","2010","3","7","Texas","48","Dawson County","115",,,,,,,,,,,"29500","99999","999",,,,,,,,,,,,"Dawson County",13833,0,0,0,0,13833
"G4801170","2010","3","7","Texas","48","Deaf Smith County","117",,,,,,,,,,,"25820","99999","999",,,,,,,,,,,,"Deaf Smith County",19372,0,0,0,0,19372
"G4801190","2010","3","7","Texas","48","Delta County","119",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Delta County",5231,0,0,0,0,5231
"G4801210","2010","3","7","Texas","48","Denton County","121",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Denton County",662614,0,0,0,0,662614
"G4801230","2010","3","7","Texas","48","DeWitt County","123",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"DeWitt County",20097,0,0,0,0,20097
"G4801250","2010","3","7","Texas","48","Dickens County","125",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dickens County",2444,0,0,0,0,2444
"G4801270","2010","3","7","Texas","48","Dimmit County","127",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Dimmit County",9996,0,0,0,0,9996
"G4801290","2010","3","7","Texas","48","Donley County","129",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Donley County",3677,0,0,0,0,3677
"G4801310","2010","3","7","Texas","48","Duval County","131",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Duval County",11782,0,0,0,0,11782
"G4801330","2010","3","7","Texas","48","Eastland County","133",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Eastland County",18583,0,0,0,0,18583
"G4801350","2010","3","7","Texas","48","Ector County","135",,,,,,,,,,,"36220","99999","372",,,,,,,,,,,,"Ector County",137130,0,0,0,0,137130
"G4801370","2010","3","7","Texas","48","Edwards County","137",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Edwards County",2002,0,0,0,0,2002
"G4801390","2010","3","7","Texas","48","Ellis County","139",,,,,,,,,,,"19100","19124","206",,,,,,,,,,,,"Ellis County",149610,0,0,0,0,149610
"G4801410","2010","3","7","Texas","48","El Paso County","141",,,,,,,,,,,"21340","99999","999",,,,,,,,,,,,"El Paso County",800647,0,0,0,0,800647
"G4801430","2010","3","7","Texas","48","Erath County","143",,,,,,,,,,,"44500","99999","999",,,,,,,,,,,,"Erath County",37890,0,0,0,0,37890
"G4801450","2010","3","7","Texas","48","Falls County","145",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Falls County",17866,0,0,0,0,17866
"G4801470","2010","3","7","Texas","48","Fannin County","147",,,,,,,,,,,"14300","99999","206",,,,,,,,,,,,"Fannin County",33915,0,0,0,0,33915
"G4801490","2010","3","7","Texas","48","Fayette County","149",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fayette County",24554,0,0,0,0,24554
"G4801510","2010","3","7","Texas","48","Fisher County","151",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Fisher County",3974,0,0,0,0,3974
"G4801530","2010","3","7","Texas","48","Floyd County","153",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Floyd County",6446,0,0,0,0,6446
"G4801550","2010","3","7","Texas","48","Foard County","155",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Foard County",1336,0,0,0,0,1336
"G4801570","2010","3","7","Texas","48","Fort Bend County","157",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Fort Bend County",585375,0,0,0,0,585375
"G4801590","2010","3","7","Texas","48","Franklin County","159",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Franklin County",10605,0,0,0,0,10605
"G4801610","2010","3","7","Texas","48","Freestone County","161",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Freestone County",19816,0,0,0,0,19816
"G4801630","2010","3","7","Texas","48","Frio County","163",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Frio County",17217,0,0,0,0,17217
"G4801650","2010","3","7","Texas","48","Gaines County","165",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gaines County",17526,0,0,0,0,17526
"G4801670","2010","3","7","Texas","48","Galveston County","167",,,,,,,,,,,"26420","99999","288",,,,,,,,,,,,"Galveston County",291309,0,0,0,0,291309
"G4801690","2010","3","7","Texas","48","Garza County","169",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Garza County",6461,0,0,0,0,6461
"G4801710","2010","3","7","Texas","48","Gillespie County","171",,,,,,,,,,,"23240","99999","999",,,,,,,,,,,,"Gillespie County",24837,0,0,0,0,24837
"G4801730","2010","3","7","Texas","48","Glasscock County","173",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Glasscock County",1226,0,0,0,0,1226
"G4801750","2010","3","7","Texas","48","Goliad County","175",,,,,,,,,,,"47020","99999","999",,,,,,,,,,,,"Goliad County",7210,0,0,0,0,7210
"G4801770","2010","3","7","Texas","48","Gonzales County","177",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Gonzales County",19807,0,0,0,0,19807
"G4801790","2010","3","7","Texas","48","Gray County","179",,,,,,,,,,,"37420","99999","999",,,,,,,,,,,,"Gray County",22535,0,0,0,0,22535
"G4801810","2010","3","7","Texas","48","Grayson County","181",,,,,,,,,,,"43300","99999","206",,,,,,,,,,,,"Grayson County",120877,0,0,0,0,120877
"G4801830","2010","3","7","Texas","48","Gregg County","183",,,,,,,,,,,"30980","99999","346",,,,,,,,,,,,"Gregg County",121730,0,0,0,0,121730
"G4801850","2010","3","7","Texas","48","Grimes County","185",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Grimes County",26604,0,0,0,0,26604
"G4801870","2010","3","7","Texas","48","Guadalupe County","187",,,,,,,,,,,"41700","99999","999",,,,,,,,,,,,"Guadalupe County",131533,0,0,0,0,131533
"G4801890","2010","3","7","Texas","48","Hale County","189",,,,,,,,,,,"38380","99999","999",,,,,,,,,,,,"Hale County",36273,0,0,0,0,36273
"G4801910","2010","3","7","Texas","48","Hall County","191",,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,"Hall County",3353,0,0,0,0,3353
